ValoresRms,TimeStamp,EPOCH,ClasseAparelho
2.975,09/07/2020 19:40:22.568,1594334422568,0
2.951,09/07/2020 19:40:23.067,1594334423067,0
2.973,09/07/2020 19:40:23.565,1594334423565,0
2.962,09/07/2020 19:40:24.064,1594334424064,0
2.939,09/07/2020 19:40:24.563,1594334424563,0
2.926,09/07/2020 19:40:25.061,1594334425061,0
2.936,09/07/2020 19:40:25.560,1594334425560,0
2.947,09/07/2020 19:40:26.058,1594334426058,0
2.952,09/07/2020 19:40:26.557,1594334426557,0
2.939,09/07/2020 19:40:27.056,1594334427056,0
2.925,09/07/2020 19:40:27.554,1594334427554,0
2.898,09/07/2020 19:40:28.053,1594334428053,0
2.905,09/07/2020 19:40:28.552,1594334428552,0
2.895,09/07/2020 19:40:29.050,1594334429050,0
2.879,09/07/2020 19:40:29.549,1594334429549,0
2.862,09/07/2020 19:40:30.047,1594334430047,0
2.852,09/07/2020 19:40:30.546,1594334430546,0
2.853,09/07/2020 19:40:31.045,1594334431045,0
2.855,09/07/2020 19:40:31.543,1594334431543,0
2.872,09/07/2020 19:40:32.042,1594334432042,0
2.885,09/07/2020 19:40:32.541,1594334432541,0
2.893,09/07/2020 19:40:33.039,1594334433039,0
2.912,09/07/2020 19:40:33.538,1594334433538,0
2.934,09/07/2020 19:40:34.037,1594334434037,0
2.952,09/07/2020 19:40:34.535,1594334434535,0
2.954,09/07/2020 19:40:35.034,1594334435034,0
2.937,09/07/2020 19:40:35.532,1594334435532,0
2.947,09/07/2020 19:40:36.031,1594334436031,0
2.929,09/07/2020 19:40:36.530,1594334436530,0
2.901,09/07/2020 19:40:37.028,1594334437028,0
2.899,09/07/2020 19:40:37.527,1594334437527,0
2.912,09/07/2020 19:40:38.026,1594334438026,0
2.929,09/07/2020 19:40:38.524,1594334438524,0
2.935,09/07/2020 19:40:39.023,1594334439023,0
2.950,09/07/2020 19:40:39.521,1594334439521,0
2.979,09/07/2020 19:40:40.020,1594334440020,0
2.939,09/07/2020 19:40:40.519,1594334440519,0
2.917,09/07/2020 19:40:41.017,1594334441017,0
2.930,09/07/2020 19:40:41.516,1594334441516,0
2.894,09/07/2020 19:40:42.015,1594334442015,0
2.872,09/07/2020 19:40:42.513,1594334442513,0
2.873,09/07/2020 19:40:43.012,1594334443012,0
2.883,09/07/2020 19:40:43.511,1594334443511,0
2.868,09/07/2020 19:40:44.009,1594334444009,0